Unnamed: 0,title,final_price,list_price,bedrooms,bathrooms,sqft,parking,full_link,full_address,postal_code,lat,long,type,Sold on,style,age,tax,maintenance,sqft_min,sqft_max,sqft_avg
50,49 Braecrest Avenue,,3499999,4.0,5.0,3500-5000 ,,https://www.zolo.ca/toronto-real-estate/49-braecrest-avenue,"49 Braecrest avenue, Toronto ",M9P1Z6,43.6953,-79.5314,Detached,2022-03-12,2-Storey,No Data,"$3,623 /yr",,3500,5000,4250.0
53,1118 - 1 Massey Square,,429000,1.0,1.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/1-massey-square/1118,"1 Massey square, Toronto ",M4C5L4,43.6964,-79.2942,Condo,2022-03-12,Apartment,No Data,$733 /yr,"
$556 /mo ",700,799,749.5
55,401 - 223 St Clair Avenue West,,675000,1.0,1.0,500-599 ,,https://www.zolo.ca/toronto-real-estate/223-st-clair-avenue-west/401,"223 St Clair avenue, Toronto ",M4V0A5,43.6859,-79.4045,Condo,2022-03-12,Apartment,No Data,"$1,925 /yr","
$545 /mo ",500,599,549.5
56,221 Johnston Avenue,,2999000,4.0,5.0,3500-5000 ,,https://www.zolo.ca/toronto-real-estate/221-johnston-avenue,"221 Johnston avenue, Toronto ",M2N1H4,43.7565,-79.4208,Detached,2022-03-12,2-Storey,No Data,"$11,035 /yr",,3500,5000,4250.0
57,1007 - 225 Merton Street,,1325000,2.0,2.0,1200-1399 ,,https://www.zolo.ca/toronto-real-estate/225-merton-street/1007,"225 Merton street, Toronto ",M4S3H1,43.6972,-79.3897,Condo,2022-03-12,Apartment,No Data,"$4,283 /yr","
$1,383 /mo ",1200,1399,1299.5
59,12 - 645 Davenport Road,,1099000,2.0,2.0,1200-1399 ,,https://www.zolo.ca/toronto-real-estate/645-davenport-road/12,"645 Davenport road, Toronto ",M5R1L3,43.6767,-79.4139,Townhouse,2022-03-12,Stacked Townhse,No Data,"$3,593 /yr","
$768 /mo ",1200,1399,1299.5
61,1815 - 101 Erskine Avenue,,1059000,2.0,2.0,800-899 ,,https://www.zolo.ca/toronto-real-estate/101-erskine-avenue/1815,"101 Erskine avenue, Toronto ",M4P1Y5,43.7115,-79.3953,Condo,2022-03-12,Apartment,No Data,"$3,727 /yr","
$565 /mo ",800,899,849.5
62,404 - 2550 Lawrence Avenue East,,599900,2.0,2.0,900-999 ,,https://www.zolo.ca/toronto-real-estate/2550-lawrence-avenue-east/404,"2550 Lawrence avenue, Toronto ",M1P2R7,43.7517,-79.2664,Condo,2022-03-12,Apartment,No Data,"$1,314 /yr","
$688 /mo ",900,999,949.5
63,52 Fifteenth Street,,899990,3.0,1.0,1500-2000 ,,https://www.zolo.ca/toronto-real-estate/52-fifteenth-street,"52 Fifteenth street, Toronto ",M8V3J4,43.6008,-79.515,Detached,2022-03-12,Bungalow,No Data,"$3,623 /yr",,1500,2000,1750.0
64,1612 - 88 Alton Towers Circle,,578888,1.0,1.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/88-alton-towers-circle/1612,"88 Alton Towers Circle, Toronto ",M1V5C5,43.8248,-79.2745,Condo,2022-03-12,Apartment,No Data,"$1,375 /yr","
$446 /mo ",700,799,749.5
66,813 - 20 Richardson Street,,579000,1.0,1.0,0-499 ,,https://www.zolo.ca/toronto-real-estate/20-richardson-street/813,"20 Richardson street, Toronto ",M5A0S6,43.6455,-79.3687,Condo,2022-03-12,Apartment,No Data,"$1,650 /yr","
$294 /mo ",0,499,249.5
67,401 - 235 Sherway Gardens Road,,549900,1.0,1.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/235-sherway-gardens-road/401,"235 Sherway Gardens road, Toronto ",M9C0A2,43.6093,-79.559,Condo,2022-03-12,Apartment,No Data,"$1,900 /yr","
$587 /mo  ",700,799,749.5
68,275 - 165 Cherokee Boulevard,,649000,5.0,2.0,1400-1599 ,,https://www.zolo.ca/toronto-real-estate/165-cherokee-boulevard/275,"165 Cherokee boulevard, Toronto ",M2J4T7,43.7925,-79.3359,Townhouse,2022-03-12,Stacked Townhse,No Data,"$1,865 /yr","
$457 /mo ",1400,1599,1499.5
74,2910 - 161 Roehampton Avenue,,1050000,2.0,2.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/161-roehampton-avenue/2910,"161 Roehampton avenue, Toronto ",M4P1P9,43.7088,-79.3938,Condo,2022-03-12,Multi-Level,No Data,"$3,250 /yr","
$573 /mo ",700,799,749.5
78,#717 - 3655 Kingston Road,,565000,1.0,1.0,500-599 ,,https://www.zolo.ca/toronto-real-estate/3655-kingston-road/717,"3655 Kingston road, Toronto M",1M 0E2,43.7429,-79.2121,Condo,2022-03-11,Multi-Level,No Data,No Data,"
$435 /mo ",500,599,549.5
79,1110 - 18 Spring Garden Avenue,,799900,2.0,2.0,1000-1199 ,,https://www.zolo.ca/toronto-real-estate/18-spring-garden-avenue/1110,"18 Spring Garden avenue, Toronto M",2N7M2M,43.7649,-79.4106,Condo,2022-03-12,Apartment,No Data,"$3,214 /yr","
$860 /mo ",1000,1199,1099.5
80,1807 - 100 Harbour Street,,659000,1.0,1.0,0-499 ,,https://www.zolo.ca/toronto-real-estate/100-harbour-street/1807,"100 Harbour street, Toronto ",M5J0B5,43.6418,-79.3798,Condo,2022-03-12,Apartment,No Data,"$1,979 /yr","
$377 /mo ",0,499,249.5
81,203 - 2350 Bridletowne Circle,,699000,2.0,2.0,1800-1999 ,,https://www.zolo.ca/toronto-real-estate/2350-bridletowne-circle/203,"2350 Bridletowne Circle, Toronto ",M1W3E6,43.8007,-79.3172,Condo,2022-03-12,Apartment,No Data,"$2,554 /yr","
$1,139 /mo ",1800,1999,1899.5
84,502 - 88 Charles Street East,,529000,0.0,1.0,0-499 ,,https://www.zolo.ca/toronto-real-estate/88-charles-street-east/502,"88 Charles street, Toronto ",M4Y2W7,43.67,-79.3815,Condo,2022-03-12,Apartment,No Data,"$1,479 /yr","
$421 /mo ",0,499,249.5
85,1404 - 30 Thunder Grove,,639800,2.0,2.0,1200-1399 ,,https://www.zolo.ca/toronto-real-estate/30-thunder-grove/1404,"30 Thunder Grove, Toronto M",1V 4A3,43.8096,-79.2663,Condo,2022-03-12,Apartment,No Data,"$1,674 /yr","
$1,129 /mo ",1200,1399,1299.5
87,Th5 - 19 Anndale Drive,,1399000,3.0,3.0,2000-2249 ,,https://www.zolo.ca/toronto-real-estate/19-anndale-drive/th5,"19 Anndale Drive, Toronto ",M2N0H2,43.7603,-79.407,Townhouse,2022-03-12,3-Storey,No Data,"$6,104 /yr","
$508 /mo ",2000,2249,2124.5
88,113 Alford Crescent,,849000,3.0,3.0,1500-2000 ,,https://www.zolo.ca/toronto-real-estate/113-alford-crescent,"113 Alford Crescent, Toronto ",M1B4G3,43.8089,-79.2101,Detached,2022-03-12,2-Storey,No Data,"$2,230 /yr",,1500,2000,1750.0
90,2917 - 700 Humberwood Boulevard,,649999,2.0,2.0,900-999 ,,https://www.zolo.ca/toronto-real-estate/700-humberwood-boulevard/2917,"700 Humberwood boulevard, Toronto ",M9W7J4,43.7247,-79.6167,Condo,2022-03-12,Apartment,No Data,"$1,816 /yr","
$544 /mo  ",900,999,949.5
92,3802 - 16 Yonge Street,,1488000,2.0,2.0,1200-1399 ,,https://www.zolo.ca/toronto-real-estate/16-yonge-street/3802,"16 Yonge street, Toronto ",M5E2A1,43.6436,-79.376,Condo,2022-03-11,Apartment,No Data,"$4,509 /yr","
$945 /mo ",1200,1399,1299.5
93,Ph07 - 115 Mcmahon Drive,,499000,1.0,1.0,500-599 ,,https://www.zolo.ca/toronto-real-estate/115-mcmahon-drive/ph07,"115 Mcmahon Drive, Toronto ",M2K2X9,43.7669,-79.3711,Condo,2022-03-12,Apartment,No Data,"$1,851 /yr","
$381 /mo ",500,599,549.5
94,1004 - 60 Colborne Street,,700000,1.0,2.0,600-699 ,,https://www.zolo.ca/toronto-real-estate/60-colborne-street/1004,"60 Colborne street, Toronto ",M5E0B7,43.6493,-79.3746,Condo,2022-03-12,Loft,No Data,"$2,858 /yr","
$557 /mo ",600,699,649.5
95,9 Sorauren Avenue,,1449000,3.0,2.0,2000-2500 ,,https://www.zolo.ca/toronto-real-estate/9-sorauren-avenue,"9 Sorauren avenue, Toronto ",M6R2C6,43.6403,-79.4409,Semi-Detached,2022-03-12,2 1/2 Storey,No Data,"$5,695 /yr",,2000,2500,2250.0
96,107 - 9 Michael Power Place,,599900,1.0,2.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/9-michael-power-place/107,"9 Michael Power place, Toronto M",9A 0A5,43.6443,-79.5299,Condo,2022-03-11,Apartment,No Data,"$1,656 /yr","
$730 /mo ",700,799,749.5
97,34 - 15 Guildwood Parkway,,749900,3.0,3.0,1200-1399 ,,https://www.zolo.ca/toronto-real-estate/15-guildwood-parkway/34,"15 Guildwood parkway, Toronto ",M1E4Y8,43.7489,-79.2058,Townhouse,2022-03-11,2-Storey,No Data,"$2,083 /yr","
$406 /mo ",1200,1399,1299.5
98,319 - 525 Wilson Avenue,,599888,1.0,1.0,600-699 ,,https://www.zolo.ca/toronto-real-estate/525-wilson-avenue/319,"525 Wilson avenue, Toronto ",M3H1V1,43.7345,-79.4464,Condo,2022-03-11,Apartment,No Data,"$1,802 /yr","
$473 /mo ",600,699,649.5
100,1011 - 318 King Street East,,799999,1.0,1.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/318-king-street-east/1011,"318 King street, Toronto ",M5A1K6,43.6526,-79.3637,Condo,2022-03-11,Apartment,No Data,"$2,813 /yr","
$518 /mo ",700,799,749.5
101,708 - 1 Four Winds Drive,,599999,3.0,2.0,1400-1599 ,,https://www.zolo.ca/toronto-real-estate/1-four-winds-drive/708,"1 Four Winds Drive, Toronto M",3J 2T1,43.7646,-79.4919,Condo,2022-03-11,Apartment,No Data,"$1,452 /yr","
$912 /mo ",1400,1599,1499.5
102,1826 - 80 Harrison Garden Boulevard,,869999,2.0,2.0,1000-1199 ,,https://www.zolo.ca/toronto-real-estate/80-harrison-garden-boulevard/1826,"80 Harrison Garden boulevard, Toronto ",M2N7E3,43.7563,-79.4058,Condo,2022-03-11,Apartment,No Data,"$3,196 /yr","
 $918 /mo ",1000,1199,1099.5
103,416 - 20 Minowan Miikan Lane,,748000,2.0,2.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/20-minowan-miikan-lane/416,"20 Minowan Miikan Lane, Toronto ",M6J0E5,43.6429,-79.4282,Condo,2022-03-11,Apartment,No Data,"$2,395 /yr","
$562 /mo ",700,799,749.5
104,55 - 20 Carnation Avenue,,799000,2.0,3.0,1000-1199 ,,https://www.zolo.ca/toronto-real-estate/20-carnation-avenue/55,"20 Carnation avenue, Toronto ",M8V0B8,43.6012,-79.5248,Townhouse,2022-03-11,Stacked Townhse,No Data,"$2,762 /yr","
$383 /mo ",1000,1199,1099.5
105,302 - 10 Brian Peck Crescent,,999000,3.0,2.0,1200-1399 ,,https://www.zolo.ca/toronto-real-estate/10-brian-peck-crescent/302,"10 Brian Peck Crescent, Toronto ",M4G4K4,43.7141,-79.3548,Townhouse,2022-03-11,Multi-Level,No Data,"$3,428 /yr","
$414 /mo ",1200,1399,1299.5
106,1717 - 121 Mcmahon Drive,,799000,2.0,2.0,1000-1199 ,,https://www.zolo.ca/toronto-real-estate/121-mcmahon-drive/1717,"121 Mcmahon Drive, Toronto ",M2K0C1,43.7675,-79.3712,Condo,2022-03-11,Apartment,No Data,"$2,603 /yr","
$721 /mo  ",1000,1199,1099.5
110,42 Victoria Park Avenue,,1050000,2.0,2.0,1100-1500 ,,https://www.zolo.ca/toronto-real-estate/42-victoria-park-avenue,"42 Victoria Park avenue, Toronto M",4E 3R9,43.676,-79.2812,Semi-Detached,2022-03-11,2-Storey,No Data,"$4,839 /yr",,1100,1500,1300.0
111,30 - 3409 St Clair Avenue East,,799000,4.0,4.0,1800-1999 ,,https://www.zolo.ca/toronto-real-estate/3409-st-clair-avenue-east/30,"3409 St Clair avenue, Toronto ",M1L1W3,43.7134,-79.2745,Townhouse,2022-03-11,2-Storey,No Data,"$2,680 /yr","
$415 /mo ",1800,1999,1899.5
112,3306 - 185 Roehampton Avenue,,599900,1.0,1.0,500-599 ,,https://www.zolo.ca/toronto-real-estate/185-roehampton-avenue/3306,"185 Roehampton avenue, Toronto ",M4P0C6,43.7089,-79.3929,Condo,2022-03-11,Apartment,No Data,"$2,456 /yr","
$447 /mo ",500,599,549.5
113,1002 - 330 Richmond Street West,,624999,1.0,1.0,500-599 ,,https://www.zolo.ca/toronto-real-estate/330-richmond-street-west/1002,"330 Richmond street, Toronto M",5V 0M4,43.649,-79.3926,Condo,2022-03-11,Apartment,No Data,No Data,"
$411 /mo ",500,599,549.5
114,1201 - 438 King Street West,,598800,1.0,1.0,500-599 ,,https://www.zolo.ca/toronto-real-estate/438-king-street-west/1201,"438 King street, Toronto ",M5V3T9,43.6458,-79.3947,Condo,2022-03-11,Apartment,No Data,"$2,218 /yr","
$450 /mo ",500,599,549.5
116,1402 - 1402 20 Tubman Avenue,,639000,1.0,1.0,600-699 ,,https://www.zolo.ca/toronto-real-estate/1402-20-tubman-avenue,"20 Tubman avenue, Toronto ",L5A0M8,43.6606,-79.3593,Condo,2022-03-11,Apartment,No Data,"$1,882 /yr","
$385 /mo ",600,699,649.5
118,1605 - 3233 Eglinton Avenue East,,499000,2.0,2.0,1000-1199 ,,https://www.zolo.ca/toronto-real-estate/3233-eglinton-avenue-east/1605,"3233 Eglinton avenue, Toronto ",M1J3N6,43.744,-79.2127,Condo,2022-03-11,Apartment,No Data,"$1,245 /yr","
$1,031 /mo ",1000,1199,1099.5
120,904 - 4727 Sheppard Avenue East,,599800,2.0,2.0,1200-1399 ,,https://www.zolo.ca/toronto-real-estate/4727-sheppard-avenue-east/904,"4727 Sheppard avenue, Toronto ",M1S5B3,43.7897,-79.2536,Condo,2022-03-11,Apartment,No Data,"$1,700 /yr","
$795 /mo ",1200,1399,1299.5
122,12 Sweet Pea Path,,899000,3.0,3.0,1400-1599 ,,https://www.zolo.ca/toronto-real-estate/12-sweet-pea-path,"12 Sweet Pea path, Toronto ",M9P3S3,43.7002,-79.5471,Townhouse,2022-03-11,3-Storey,No Data,"$2,578 /yr","
$475 /mo ",1400,1599,1499.5
123,30 - 150 Long Branch Avenue,,599000,1.0,1.0,600-699 ,,https://www.zolo.ca/toronto-real-estate/150-long-branch-avenue/30,"150 Long Branch avenue, Toronto ",M8W0B1,43.5964,-79.5352,Townhouse,2022-03-11,Stacked Townhse,No Data,"$1,523 /yr","
$157 /mo  ",600,699,649.5
125,138 Winston Park Boulevard,,2148000,4.0,4.0,3000-3500 ,,https://www.zolo.ca/toronto-real-estate/138-winston-park-boulevard,"138 Winston Park boulevard, Toronto ",M3K1C5,43.7282,-79.4715,Detached,2022-03-11,2-Storey,No Data,"$7,173 /yr",,3000,3500,3250.0
127,Ph1 - 1331 Queen Street East,,1599000,3.0,2.0,1200-1399 ,,https://www.zolo.ca/toronto-real-estate/1331-queen-street-east/ph1,"1331 Queen street, Toronto M",4L 0B1,43.664,-79.3268,Condo,2022-03-11,Apartment,No Data,"$5,575 /yr","
$1,042 /mo ",1200,1399,1299.5
128,2302 - 225 Sackville Street,,439000,0.0,1.0,0-499 ,,https://www.zolo.ca/toronto-real-estate/225-sackville-street/2302,"225 Sackville street, Toronto ",M5A3H1,43.6599,-79.3625,Condo,2022-03-11,Apartment,No Data,"$1,350 /yr","
$316 /mo ",0,499,249.5
130,2010 - 2627 Mccowan Road,,599000,1.0,1.0,600-699 ,,https://www.zolo.ca/toronto-real-estate/2627-mccowan-road/2010,"2627 Mccowan road, Toronto ",M1S5T1,43.8071,-79.2655,Condo,2022-03-11,Apartment,No Data,"$1,515 /yr","
$502 /mo ",600,699,649.5
131,2107 - 2269 Lakeshore Blvd West Boulevard West,,1199000,2.0,2.0,1400-1599 ,,https://www.zolo.ca/toronto-real-estate/2269-lakeshore-blvd-west-boulevard-west/2107,"2269 Lakeshore boulevard, Toronto ",M8V3X6,43.6196,-79.4843,Condo,2022-03-11,Apartment,No Data,"$3,489 /yr","
$1,213 /mo ",1400,1599,1499.5
133,5 Snapdragon Drive,,799000,3.0,3.0,1500-2000 ,,https://www.zolo.ca/toronto-real-estate/5-snapdragon-drive,"5 Snapdragon Drive, Toronto ",M2J4X5,43.7757,-79.3336,Semi-Detached,2022-03-11,3-Storey,No Data,"$3,489 /yr",,1500,2000,1750.0
134,3505 - 100 Harbour Street,,699000,1.0,1.0,500-599 ,,https://www.zolo.ca/toronto-real-estate/100-harbour-street/3505,"100 Harbour street, Toronto ",M5J2T5,43.6418,-79.3798,Condo,2022-03-11,Apartment,No Data,"$2,401 /yr","
$445 /mo ",500,599,549.5
